TUMOR_SAMPLE_BARCODE	idCCL	idCellState	idCELL	cell_sample_id	CELLS_PER_WELL	GROWTH_MODE	CULTURE_MEDIA	CELL_LINE	CELL_LINEAGE	is_hl	gender	taxonomy_id	primary_site_name	primary_hist_name	hist_subtype_1_name
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	265	276	465	698	500	suspension	RPMI003	MOLT16	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	266	277	1153	699	500	suspension	RPMI001	MOLT3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	267	278	969	701	500	suspension	RPMI001	MONOMAC1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	268	280	467	702	500	suspension	RPMI001	MONOMAC6	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	269	281	963	704	500	suspension	RPMI003	MOTN1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	T_cell_large_granular_lymphocytic_leukaemia
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	270	282	472	710	500	suspension	IMDM002	MV411	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	271	283	474	718	500	suspension	RPMI001	NALM6	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	272	284	475	719	500	suspension	RPMI001	NAMALWA	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	273	285	477	721	500	suspension	RPMI001	NB4	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	274	286	575	848	500	suspension	RPMI001	NCIH929	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	275	287	577	851	500	suspension	RPMI001	NCO2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia
NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	276	288	583	858	500	suspension	RPMI001	NOMO1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	277	289	951	874	500	suspension	RPMI003	NUDHL1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	278	290	584	875	500	suspension	RPMI003	NUDUL1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	279	291	976	884	500	suspension	RPMI001	OCIAML2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	280	292	964	885	500	suspension	ALPHAMEM001	OCIAML3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	281	293	978	886	500	suspension	ALPHAMEM003	OCIAML5	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	282	294	591	887	500	suspension	IMDM001	OCILY10	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	283	295	959	888	500	suspension	ALPHAMEM002	OCILY19	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	284	296	592	889	500	suspension	RPMI003	OCILY3	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	285	297	593	890	500	suspension	IMDM002	OCIM1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	286	298	600	901	500	suspension	RPMI001	OPM2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	287	299	613	917	500	suspension	RPMI001	P12ICHIKAWA	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	288	300	614	918	500	suspension	RPMI001	P31FUJ	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	289	301	615	919	500	suspension	RPMI003	P3HR1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	290	302	629	941	500	suspension	RPMI001	PEER	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	291	303	630	942	500	suspension	RPMI001	PF382	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	292	304	631	943	500	suspension	RPMI001	PFEIFFER	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
PL21_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	293	305	974	947	500	suspension	RPMI001	PL21	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	294	306	639	955	500	suspension	RPMI003	RAJI	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	295	307	947	958	500	suspension	RPMI001	RCHACV	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	296	308	644	964	500	suspension	RPMI001	REC1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	297	309	645	965	500	suspension	RPMI001	REH	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	298	310	654	977	500	suspension	RPMI001	RI1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	299	311	658	980	500	suspension	RPMI003	RL	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	300	312	661	990	500	suspension	RPMI003	RPMI6666	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1		9606			
RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	301	313	663	992	500	suspension	RPMI001	RPMI8226	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	302	314	664	994	500	suspension	RPMI001	RPMI8402	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	303	315	665	995	500	suspension	RPMI001	RS411	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	304	316	678	1013	500	suspension	IMDM002	SEM	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	305	317	865	1014	500	suspension	RPMI003	SET2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	essential_thrombocythaemia
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	306	318	684	1028	500	suspension	IMDM003	SIGM5	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	307	319	694	1039	500	suspension	RPMI001	SKM1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	308	320	704	1050	500	suspension	RPMI001	SKMM2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	309	321	970	1136	500	suspension	RPMI014	SR786	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	310	322	727	1137	500	suspension	RPMI003	ST486	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	311	323	729	1139	500	suspension	RPMI001	SUDHL1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	312	324	962	1140	500	suspension	RPMI003	SUDHL10	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	313	325	966	1141	500	suspension	RPMI014	SUDHL4	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	314	326	730	1142	500	suspension	RPMI003	SUDHL5	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	315	327	731	1143	500	suspension	RPMI003	SUDHL6	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	316	328	953	1144	500	suspension	RPMI003	SUDHL8	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	317	329	733	1146	500	suspension	IMDM003	SUPB15	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	318	330	968	1147	500	suspension	MCCOYS5A002	SUPHD1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	319	331	734	1148	500	suspension	RPMI001	SUPM2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	320	332	735	1149	500	suspension	RPMI001	SUPT1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	321	333	960	1150	500	suspension	RPMI001	SUPT11	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	peripheral_T_cell_lymphoma_unspecified
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	322	334	1179	1178	500	suspension	RPMI001	TALL1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	323	335	938	1199	500	suspension	RPMI019	TF1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
THP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	324	336	778	1201	500	suspension	RPMI001	THP1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	325	337	780	1206	500	suspension	RPMI001	TOLEDO	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	F	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	326	338	788	1225	500	suspension	RPMI014	U266B1	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	327	339	791	1231	500	suspension	RPMI001	U937	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	328	340	805	1274	500	suspension	RPMI001	WSUDLCL2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1	M	9606	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
769P_KIDNEY	329	341	10	16	500	adherent	RPMI001	769P	KIDNEY	0	F	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
786O_KIDNEY	330	342	11	19	500	adherent	RPMI001	786O	KIDNEY	0	M	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
A498_KIDNEY	331	343	23	33	500	adherent	EMEM001	A498	KIDNEY	0	F	9606	kidney	carcinoma	renal_cell_carcinoma
ACHN_KIDNEY	332	344	29	43	500	adherent	EMEM001	ACHN	KIDNEY	0	M	9606	kidney	carcinoma	renal_cell_carcinoma
BFTC909_KIDNEY	333	345	47	62	500	adherent	DMEM001	BFTC909	KIDNEY	0	M	9606	kidney	carcinoma	
CAKI1_KIDNEY	334	346	63	109	500	adherent	MCCOYS5A001	CAKI1	KIDNEY	0	M	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
CAKI2_KIDNEY	335	347	64	110	500	adherent	MCCOYS5A001	CAKI2	KIDNEY	0	M	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
CAL54_KIDNEY	336	348	72	118	500	adherent	DMEM011	CAL54	KIDNEY	0	M	9606	kidney	carcinoma	renal_cell_carcinoma
KMRC1_KIDNEY	337	349	350	540	500	adherent	DMEM001	KMRC1	KIDNEY	0	M	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
KMRC2_KIDNEY	338	350	352	541	500	adherent	DMEM001	KMRC2	KIDNEY	0	M	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
KMRC20_KIDNEY	339	351	351	542	500	adherent	DMEM001	KMRC20	KIDNEY	0		9606	kidney	carcinoma	renal_cell_carcinoma
KMRC3_KIDNEY	340	352	353	543	500	adherent	DMEM001	KMRC3	KIDNEY	0		9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
OSRC2_KIDNEY	341	353	601	902	500	adherent	RPMI001	OSRC2	KIDNEY	0		9606	kidney	carcinoma	renal_cell_carcinoma
RCC10RGB_KIDNEY	342	354	640	956	500	adherent	DMEM001	RCC10RGB	KIDNEY	0		9606	kidney	carcinoma	renal_cell_carcinoma
SNU1272_KIDNEY	343	356	879	1088	500	adherent	RPMI001	SNU1272	KIDNEY	0	F	9606	kidney	carcinoma	clear_cell_renal_cell_carcinoma
TUHR10TKB_KIDNEY	344	357	919	1213	500	adherent	RPMI001	TUHR10TKB	KIDNEY	0		9606	kidney	carcinoma	
TUHR14TKB_KIDNEY	345	358	920	1214	500	adherent	RPMI001	TUHR14TKB	KIDNEY	0		9606	kidney	carcinoma	
TUHR4TKB_KIDNEY	346	359	921	1216	500	adherent	RPMI001	TUHR4TKB	KIDNEY	0		9606	kidney	carcinoma	
UO31_KIDNEY	347	360	1177	1245	500	adherent	RPMI005	UO31	KIDNEY	0		9606			
VMRCRCW_KIDNEY	348	361	801	1253	500	adherent	RPMI001	VMRCRCW	KIDNEY	0	M	9606	kidney	carcinoma	
VMRCRCZ_KIDNEY	349	362	802	1254	500	adherent	EMEM001	VMRCRCZ	KIDNEY	0		9606	kidney	carcinoma	renal_cell_carcinoma
C2BBE1_LARGE_INTESTINE	350	363	58	102	500	adherent	DMEM003	C2BBE1	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
CCK81_LARGE_INTESTINE	351	364	86	132	500	adherent	RPMI001	CCK81	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
CL11_LARGE_INTESTINE	352	365	94	147	500	adherent	DMEMF12006	CL11	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
CL34_LARGE_INTESTINE	353	366	95	149	500	adherent	DMEM006	CL34	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
COLO201_LARGE_INTESTINE	354	367	100	155	500	adherent	RPMI001	COLO201	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
COLO205_LARGE_INTESTINE	355	368	101	156	500	adherent	RPMI001	COLO205	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
COLO320_LARGE_INTESTINE	356	370	102	157	500	mixed	RPMI001	COLO320	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
COLO678_LARGE_INTESTINE	357	371	104	160	500	adherent	RPMI001	COLO678	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
CW2_LARGE_INTESTINE	358	372	122	190	500	adherent	RPMI001	CW2	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	
DLD1_LARGE_INTESTINE	359	373	134	212	500	adherent	RPMI001	DLD1	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
GP2D_LARGE_INTESTINE	360	374	184	282	500	mixed	DMEMF12001	GP2D	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
HCC56_LARGE_INTESTINE	361	375	207	337	500	adherent	RPMI001	HCC56	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
HCT116_LARGE_INTESTINE	362	376	210	343	500	adherent	MCCOYS5A001	HCT116	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	
HCT15_LARGE_INTESTINE	363	377	211	345	500	adherent	RPMI001	HCT15	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
HCT8_LARGE_INTESTINE	364	378	1011	346	500	adherent	RPMI001	HCT8	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
HT115_LARGE_INTESTINE	365	379	994	447	500	adherent	DMEM005	HT115	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	
HT29_LARGE_INTESTINE	366	380	284	451	500	adherent	MCCOYS5A001	HT29	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
HT55_LARGE_INTESTINE	367	381	285	452	500	adherent	EMEM003	HT55	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
KM12_LARGE_INTESTINE	368	382	346	536	500	adherent	RPMI001	KM12	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
LOVO_LARGE_INTESTINE	369	383	407	622	500	adherent	HAMSF12001	LOVO	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
LS1034_LARGE_INTESTINE	370	384	410	626	500	adherent	RPMI001	LS1034	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
LS123_LARGE_INTESTINE	371	385	411	627	500	adherent	EMEM001	LS123	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
LS180_LARGE_INTESTINE	372	386	412	630	500	adherent	EMEM001	LS180	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	adenocarcinoma
LS411N_LARGE_INTESTINE	373	387	413	631	500	adherent	RPMI001	LS411N	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
LS513_LARGE_INTESTINE	374	388	414	632	500	adherent	RPMI001	LS513	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
MDST8_LARGE_INTESTINE	375	389	995	661	500	adherent	DMEM005	MDST8	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
NCIH508_LARGE_INTESTINE	376	390	555	824	500	adherent	RPMI001	NCIH508	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
NCIH716_LARGE_INTESTINE	377	391	567	838	500	suspension	199F12001	NCIH716	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
NCIH747_LARGE_INTESTINE	378	392	569	840	500	adherent	RPMI001	NCIH747	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
OUMS23_LARGE_INTESTINE	379	393	602	903	500	adherent	DMEM001	OUMS23	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
RCM1_LARGE_INTESTINE	380	394	641	960	500	adherent	RPMIF12001	RCM1	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
RKO_LARGE_INTESTINE	381	395	656	979	500	adherent	MEM001	RKO	LARGE_INTESTINE	0		9606	large_intestine	carcinoma	adenocarcinoma
SKCO1_LARGE_INTESTINE	382	396	689	1034	500	adherent	EMEM001	SKCO1	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	adenocarcinoma
SNU1033_LARGE_INTESTINE	383	397	867	1076	500	adherent	RPMI001	SNU1033	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	
SNU1040_LARGE_INTESTINE	384	398	868	1077	500	adherent	RPMI001	SNU1040	LARGE_INTESTINE	0	M	9606	large_intestine	carcinoma	
SNU175_LARGE_INTESTINE	385	399	880	1090	500	mixed	RPMI001	SNU175	LARGE_INTESTINE	0	F	9606	large_intestine	carcinoma	
